name,mandal,year,age,area,community,cooptmember,edu,electioncat,occupation,party,pparty,president,sex,vp,vpparty
Golla Soma Sekhar,Gorantla,2006,30,Venkata Ramanapalli,,,SSC,BCG,AGRICULTURE,TDP,,,M,,
Puthamma,Gudibanda,2006,37,G.Morbagal,Kapu,,5th,URG,,TDP,,,F,,
B.Kalavathi,Gudibanda,2006,23,Gudibanda 1,OC,,10th,URG,,INC,,,F,,
Pathakka,Gudibanda,2006,29,Gudibanda 2,Madiga,,,SCW,,INC,,,F,,
D.Sreenathamurthy,Gudibanda,2006,36,Jambulabanda,OC,,LLB,URG,Farmer,TDP,,,M,,
Narasimhappa,Gudibanda,2006,70,Karikera,Golla,,,BCG,Farmer,INC,,,M,,
Padmavathi,Gudibanda,2006,31,Konkallu,OC,,5th,URW,,INC,,,F,,
Mabusaheb,Gudibanda,2006,54,Kummaraganipalli,,,,BC(G),Farmer,INC,,,Male,,
Bhagyamma,Gudibanda,2006,28,Mandalapalli 1,Golla,,,BCW,,INC,,,F,,
Lakshmidevi,Gudibanda,2006,30,Mandalapalli 2,Chakali,,SSLC,BCW,,INC,,,F,,
Basavaraju,Gudibanda,2006,36,Morubagal 1,Madiga,,Inermediate,SCG,Farmer,INC,,,M,,
Narasimhamurthy,Gudibanda,2006,40,Morubagal 2,Madiga,,SSC,SCG,Farmer,INC,,,M,,
Narasamma,Gudibanda,2006,61,Muthukuru,Kapu,,,URG,,INC,,,F,,
K.Babanna,Gudibanda,2006,46,Rallapalli 1,Kummari,,SSC,BCG,Farmer,INC,,,M,,
Lakshmamma,Gudibanda,2006,39,Rallapalli 2,Kapu,,,URW,,INC,,,F,,
G.V.Radha,Gummagatta,2006,25,Bhoopa Samudram,,,PUC,URW,AGRICULTURE,INC,,,F,,
Obaiah,Gummagatta,2006,27,Galagala,-,,,B.C (G)`,AGRICULTURE,INC,,,M,,
Satya Bhama,Gummagatta,2006,24,Gollapalli,,,PUC,URW,AGRICULTURE,TDP,,,F,,
Durgappa,Gummagatta,2006,49,Gonabavi,-,,,S.C.(G),AGRICULTURE,INC,,,M,,
Giri Mallappa,Gummagatta,2006,49,Gummagatta,,,VII CLASS,URG,AGRICULTURE,TDP,,,M,,
Govindappa,Gummagatta,2006,34,Kalugodu 1,,,VII CLASS,B.C GENERAL -,AGRICULTURE,TDP,,,M,,
Yasodamma,Gummagatta,2006,23,Kalugodu 2,-,,V CLASS,B.C WOMEN,AGRICULTURE,INC,,,F,,
Gundamma,Gummagatta,2006,29,Netrapalli,,,,URW,AGRICULTURE,INC,,,F,,
Thimmappa,Gummagatta,2006,49,Pulakunta,-,,III CLASS,B.C (G),AGRICULTURE,TDP,,,M,,
Marekka,Gummagatta,2006,47,Sirige Doddi,-,,,B.C (W),AGRICULTURE,TDP,,,F,,
Durugamma,Gummagatta,2006,47,Tallakara 1,-,,,S.C (W),AGRICULTURE,INC,,,F,,
Thmmalapuram Rami Reddy,Gummagatta,2006,49,Thallakera 2,,,V CLASS,URG,AGRICULTURE,INC,,,M,,
E.Govindappa,Guntakal,2006,27,Ayyavaripalli,YERIKALA,,,STG,,INC,,,M,,
Nagesamma,Guntakal,2006,34,Dosaludliki,MADIGA,,,,,TDP,,,M,,
A.Ranganayakulu,Guntakal,2006,22,G.Kottala,GOLLA,,10th class,,,TDP,,,M,,
G.Venkataramudu,Guntakal,2006,23,Kasapuram,BOYA,,Intermediate,,,INC,,,M,,
Venkataramudu,Guntakal,2006,50,Konganapalli,KAPU,,Intermediate,,,TDP,,,M,,
Veera Hanumanna,Guntakal,2006,58,Molakalapenta,BOYA,,,,,TDP,,,M,,
Nagappa,Guntakal,2006,34,N.Venkatampalli,GOLLA,,10th class,,,TDP,,,M,,
E.Chandravani,Guntakal,2006,22,Nagasamudram,EDIGA,,10th class,,,INC,,,F,,
Patil Manjula,Guntakal,2006,34,Nakkanadoddi,KAPU,,10th class,,,TDP,,,F,,
Nagabhushanam,Guntakal,2006,54,Nelagonda,KAMMA,,Intermediate,,,TDP,,,M,,
Chandrakalavathi,Guntakal,2006,21,P.K.Cheruvu,KAPU,,10th class,,,TDP,,,F,,
M.Balanjineyulu,Guntakal,2006,32,Y.T.Cheruvu,MALA,,Intermediate,,,TDP,,,M,,
Ramalakshmamma,Hindupur,2006,54,Balampalli,,,,BCW,,INC,,,F,,
G.A.Mallesappa,Hindupur,2006,29,Bevenahalli,,,10th,BCG,,INC,,,M,,
G.Ramachandra,Hindupur,2006,34,Chalivendula,,,10th,BCG,Farmer,TDP,,,M,,
Narasamma,Hindupur,2006,34,Chowlur,,,7th,SCW,,TDP,,,F,,
D.Bharathamma,Hindupur,2006,24,Gollapuram,,,PUC,BCW,,INC,,,F,,
Reddeppa Reddy,Hindupur,2006,26,Kaggallu,Kapu,,7th,URG,,TDP,,,M,,
N.S.Suryaprakash,Hindupur,2006,48,Kirikera I,,,7th,BCG,,TDP,,,M,,
S.Anjineyulu,Hindupur,2006,35,Kirikera Ii,,,10th,BCG,,INC,,,M,,
S.Narasimhamurthy,Hindupur,2006,22,Kotipi,,,Intermediate,SCG,,TDP,,,M,,
B.Jayamma,Hindupur,2006,34,M.Beerepalli,Kapu,,2nd,,,INC,,,F,,
Chinna Narasimhulu,Hindupur,2006,33,Maluguru,,,BA,BCG,,TDP,,,M,,
P.S.Anjappa,Hindupur,2006,32,Santhebidanur,,,9th,BCG,,TDP,,,M,,
Gangamma,Hindupur,2006,41,Thumukunta,,,5th,BCW,,INC,,,F,,
K.Chakra Varthan Reddy,Kadiri,2006,30,Chalamakuntlapalli,KAPU,,SSC,URG,BUSINESS,TDP,,,M,,
Y.Ramappa,Kadiri,2006,45,Eguvapalli,,,,SCG,CULTIVATION,TDP,,,M,,
B.Venkataramana,Kadiri,2006,39,Kadiri Bramhanapalli,MANGALA,,5TH,BCG,BUSUNESS,TDP,,,M,,
Jollu Nirmalamma,Kadiri,2006,26,Kadiri Rural,GOLLA,,5TH,BCW,CULTIVATION,TDP,,,F,,
P.Chenna Kesava Reddy,Kadiri,2006,34,Kala Samudram,,,10TH,URG,CULTIVATION,TDP,,,M,,
B.Shanthi Bai,Kadiri,2006,37,Motukupalli,SUGALI,,,STW,,TDP,,,F,,
L.Shiva Shankar Reddy,Kadiri,2006,44,Muthyalacheruvu,KAPU,,BSC,URG,BUSINESS,INC,,,M,,
V.Venkata Chalapathi Naik,Kadiri,2006,28,Patnam,SUGALI,,SSC,STG,CULTIVATION,INC,,,M,,
D.Aravindamma,Kadiri,2006,31,Yerra Doddi,VADDI,,,URW,,TDP,,,F,,
Chowla Mallikarjuna,Kalyandurg,2006,47,Chapiri,,,9TH,,AGRICULTURE,TDP,,,M,,
A.Narayana,Kalyandurg,2006,35,Dodagatta,,,BA,,AGRICULTURE,TDP,,,M,,
K.Donaswamy,Kalyandurg,2006,39,Duradakunta,,,,,AGRICULTURE,INC,,,M,,
Thippamma,Kalyandurg,2006,34,East Kodipalli,,,2ND CLASS,STW,AGRICULTURE,TDP,,,F,,
D.Ramanjineyulu,Kalyandurg,2006,49,Garudapuram,,,5TH,BCG,AGRICULTURE,TDP,,,M,,
Harijana Narasimhulu,Kalyandurg,2006,39,Golla,,,5TH,SCG,AGRICULTURE,TDP,,,M,,
Maddipatla Chennarayudu,Kalyandurg,2006,54,Hullikallu,,,5TH,,AGRICULTURE,TDP,,,M,,
B.Somasekhar,Kalyandurg,2006,31,Kalyandurg 1,,,10TH,BCG,AGRICULTURE,INC,,,M,,
B.Ramalakshmi,Kalyandurg,2006,33,Kalyandurg 2,,,2ND,URW,AGRICULTURE,TDP,,,F,,
M.Murali,Kalyandurg,2006,37,Kalyandurg 3,,,BSC,,AGRICULTURE,TDP,,,M,,
B.K.Madhavi,Kalyandurg,2006,24,Kalyandurg 4,,,BA,BCW,AGRICULTURE,TDP,,,F,,
B.Shirisha,Kalyandurg,2006,28,Kalyandurg 5,,,10TH,URW,AGRICULTURE,INC,,,F,,
M.Krishnaveni,Kalyandurg,2006,28,Kalyandurg 6,,,BA,,AGRICULTURE,TDP,,,F,,
Saraswathi,Kalyandurg,2006,58,Kalyandurg 7,,,SSLC,SCW,AGRICULTURE,INC,,,F,,
P.Sreenivasulu,Kalyandurg,2006,38,Kalyandurg 8,,,9TH,,AGRICULTURE,TDP,,,M,,
Golla Kadirappa,Kalyandurg,2006,39,Kotturu,,,SSC,BCG,AGRICULTURE,TDP,,,M,,
Kondanna,Kalyandurg,2006,39,Manirevu,,,BA,BCG,AGRICULTURE,TDP,,,M,,
H.Vannurswamy,Kalyandurg,2006,47,Muddinayananapalli,,,7TH,SCG,AGRICULTURE,INC,,,M,,
Goridindla Raghunathareddy,Kalyandurg,2006,35,Mudigallu,,,BETECH,,AGRICULTURE,INC,,,M,,
B.Sujatha,Kalyandurg,2006,27,Narayanapuram,,,7TH,URW,AGRICULTURE,TDP,,,F,,
Jayappa,Kalyandurg,2006,32,Ontimiddi,,,10TH,,AGRICULTURE,INC,,,M,,
Boya Lakshmikantha,Kalyandurg,2006,24,Palavai,,,7TH,BCW,AGRICULTURE,INC,,,F,,
Hanumanthappa,Kalyandurg,2006,54,Thimma Samudram,,,SSLC,,AGRICULTURE,INC,,,M,,
Talari Narasimhulu,Kambadur,2006,32,Chennampalli,BOYA,,SSC,URG,AGRICULTURE,TDP,,,M,,
Gowramma,Kambadur,2006,59,Kambadur 1,KAMMA,,5TH,URW,AGRICULTURE,TDP,,,F,,
Bhavani,Kambadur,2006,34,Kambadur 2,BALIJA,,SSC,URW,AGRICULTURE,TDP,,,F,,
Gangappa,Kambadur,2006,47,Kambadur 3,,,5TH,SCG,AGRICULTURE,TDP,,,M,,
Venkatappa,Kambadur,2006,44,Kambadur 4,,,10TH,BCG,AGRICULTURE,INC,,,M,,
Thirumalamma,Kambadur,2006,66,Karthanaparthi,,,5TH,BCW,AGRICULTURE,INC,,,F,,
K.Thimmappa,Kambadur,2006,46,Kurakulapalli,,,5TH,SCG,AGRICULTURE,TDP,,,M,,
Thimmarayudu,Kambadur,2006,36,Marimakulapalli,,,SSC,BCG,AGRICULTURE,INC,,,M,,
Pathakka,Kambadur,2006,21,Nuthimadugu,,,5TH,SCW,AGRICULTURE,TDP,,,F,,
Venkata Naik,Kambadur,2006,26,Pallur,,,5TH,STG,AGRICULTURE,TDP,,,M,,
Pakruddin D,Kambadur,2006,28,Ralla Ananthapuram,DUDEKULA,,9TH,URG,AGRICULTURE,INC,,,M,,
G.Nagaraju,Kambadur,2006,40,Thimmapuram 1,BALIJA,,SSC,URG,AGRICULTURE,INC,,,M,,
Syamanna,Kambadur,2006,40,Thimmapuram 2,,,5TH,BCG,AGRICULTURE,TDP,,,M,,
G.Ramakrishnaiah,Kanaganapalli,2006,64,Dadulur,O.C KAMMA,,V CLASS,URG,CULTIVATION,TDP,,,M,,
B.Subbaiah,Kanaganapalli,2006,44,Elakuntla,O.C KAMMA,,X CLASS,URG,CULTIVATION,TDP,,,M,,
Sake Ramanjinamma,Kanaganapalli,2006,29,Kanaganapalli,S.C MADIGA,,VCLASS,URG,AGRICULTURE,TDP,,,F,,
K.P.Muthyalappa,Kanaganapalli,2006,31,Konapuram,-,,V CLASS,B.C (G),LABOURCULTIVATION,TDP,,,M,,
H.Nagamma,Kanaganapalli,2006,55,Koneti Nayana Palyam,-,,,S.C (G),AGRICULTURE,INC,,,F,,
Gunthapalli Bhulakshmamma,Kanaganapalli,2006,,Maddalacheruvu,,,,UR(G),LABOUR,INC,,,Female,,
K.Krishnaiah,Kanaganapalli,2006,37,Mamillapalli,-,,III CLASS,BC. (G),AGRICULTURE,INC,,,M,,
B.Ramesh,Kanaganapalli,2006,29,Muthuva Kuntla,-,,V CLASS,B.C(G),LABOURAGRICULTURE LABOUR,TDP,,,M,,
K.Muthyalamma,Kanaganapalli,2006,29,Thogarakunta,-,,V CLASS,B.C.(W),AGRICULTURE LABOUR,INC,,,F,,
Hrijana Alivelamma,Kanaganapalli,2006,35,Thumcherla,-,,II CLASS,S.C(W),AGRICULTURE,TDP,,,F,,
Vasanthamma,Kanekal,2006,31,Benekal,,,5th class,UR(W),LABOUR,INC,,,Female House wife,,
A.Rajagopal Reddy,Kanekal,2006,51,Bramhasamudram,-,,INTER,O.C (G),FARMER,INC,,,M,,
H.Sivamma,Kanekal,2006,39,Ganigera,-,,,S.C (W),AGRICULTURE,INC,,,F,,
Boya Mulinti Marenna,Kanekal,2006,28,Garudachedu,,,2nd class,B.C.(G),Farmer,INC,,,Male,,
Venkataramana Reddy,Kanekal,2006,35,Hanakanahal,-,,INTER,OC.(G),FORMER,INC,,,M,,
H.Vannappa,Kanekal,2006,42,Hulikera,-,,II CLASS,S.C (G),FORMER,INC,,,M,,
Y.Krishna Veni,Kanekal,2006,21,Kalekurthy,-,,V CLASS,B.C (W),HOUSE WIFE,TDP,,,F,,
Shahida,Kanekal,2006,28,Kanekal 1,-,,,O.C(W),FARMER,INC,,,F,,
G.Hanumakka,Kanekal,2006,35,Kanekal 2,-,,,B.C (W),FARMER,INC,,,F,,
B.Ramamohan Reddy,Kanekal,2006,49,Kanekal 3,-,,X CLASS,O.C (G),FORMER,INC,,,M,,
Eranna,Kanekal,2006,57,Kanekal 4,B.C(UPPARA),,XIII CLASS,O.C (G),FORMER,INC,,,M,,
U.Kupendra,Kanekal,2006,34,Kanekal 5,B.C UPPARA,,V CLASS,O.C (G),FORMER,INC,,,M,,
B.Vannappa,Kanekal,2006,47,Malyam,-,,VII CLASS,B.C(G),FORMER,INC,,,M,,
Prabhavathamma,Kanekal,2006,27,Thumbiganur,-,,V CLASS,O.C(W),FORMER,INC,,,F,,
Chinna Vannurappa,Kanekal,2006,60,Yerragunta 1,-,,II CLASS,B.C (G),FARMER,INC,,,M,,
Raveendra,Kanekal,2006,45,Yerragunta 2,-,,IV CLASS,B.C(G),FARMER,INC,,,M,,
Ramakrishnappa,Kothacheruvu,2006,50,Bandlapalli,Kuraba,,,URG,Agrl,TDP,,,M,,
Alivelamma,Kothacheruvu,2006,44,Bhyrapuram,Kapu,,,URW,Cooly,INC,,,F,,
Narayanamma,Kothacheruvu,2006,44,Iragampalli,Balija,,,URW,Cooly,TDP,,,F,,
C.Ramanna,Kothacheruvu,2006,54,Kadapaganipalli,Boya,,8th,URG,Agrl,INC,,,M,,
Nagendra,Kothacheruvu,2006,47,Kesapuram,Kuruba,,6th,URG,Agrl,INC,,,M,,
S.Sreenivasulu,Kothacheruvu,2006,32,Kothacheruvu  1,Balija,,,URG,Agrl,TDP,,,M,,
Bandlapalli Nagendra,Kothacheruvu,2006,28,Kothacheruvu  2,Boya,,B.Com,BCG,Agrl,TDP,,,M,,
M.Nagamani,Kothacheruvu,2006,29,Kothacheruvu  3,Vadde,,,URW,Tailoring,TDP,,,F,,
S.Obulesu,Kothacheruvu,2006,24,Meerjapuram,SC,,,SCG,Agrl,INC,,,M,,
P.Sanjeevareddy,Kothacheruvu,2006,34,Pothulakunta,Kapu,,8th,URG,Agrl,TDP,,,M,,
Lakshmidevi,Kothacheruvu,2006,34,Talamarla,Boya,,,BCW,Cooly,TDP,,,F,,
Tdp,Kudair,2006,59,Cholasamudram,ST,,,ST(G),Agriculture,TDP,,,M,,
K.Bramaiah,Kudair,2006,39,Gotukuru,BC-B,,BA LLB,,Agriculture,TDP,,,M,,
Ediga Adenna,Kudair,2006,39,Ipperu,BC-B,,,,Agriculture Labour,TDP,,,M,,
Kamma Aparna,Kudair,2006,25,Korrakodu,OC,,8th class,UR(W),Agriculture,TDP,,,F,,
Ediga Vijaya Lakshmi,Kudair,2006,22,Kudair 1,,,SSC,BC(W),Agriculture,TDP,,,F,,
K.Ramachandrappa,Kudair,2006,34,Kudair 2,,,8th class,BC(G),Agriculture,INC,,,M,,
H.Lakshmi Devi,Kudair,2006,27,Marutla,,,,SC(W),Agriculture,INC,,,F,,
J.Ramanjinappa,Kudair,2006,26,P.Narayanapuram,SC,,5th Class,SC(G),Agriculture,INC,,,M,,
Pujari Jallappa,Kudair,2006,26,Thimmapuram,BC,,5th Class,BC(G),Agriculture,CPI(M),,,M,,
S.Devendra,Kudair,2006,31,Udiripikonda,BC-B,,MA LLB,,Agriculture,INC,,,M,,
T.Vijayamma,Kundurpi,2006,28,Appilepalli,,,,SCW,AGRICULTURE,TDP,,,F,,
G.K.Sreenivasulu,Kundurpi,2006,34,Bestarapalli,,,,URG,AGRICULTURE,INC,,,M,,
Eswarappa,Kundurpi,2006,34,Enumuladoddi 1,,,,URG,AGRICULTURE,INC,,,M,,
Sanjeevamma,Kundurpi,2006,44,Enumuladoddi 2,,,,BCW,AGRICULTURE,INC,,,F,,
L.Maheswaramma,Kundurpi,2006,34,Jambugampala,,,,URW,AGRICULTURE,INC,,,F,,
S.Mallikarjuna,Kundurpi,2006,48,Kundurpi 1,,,,BCG,AGRICULTURE,TDP,,,M,,
Venkatesa,Kundurpi,2006,30,Kundurpi 2,,,,BCG,AGRICULTURE,TDP,,,M,,
Dasanna,Kundurpi,2006,49,Mahantha Puram,,,,URG,AGRICULTURE,CPI,,,M,,
Itukala Sannamma,Kundurpi,2006,46,Malayanur 1,,,,URW,AGRICULTURE,INC,,,F,,
Sarojamma,Kundurpi,2006,21,Malayanur 2,,,,BCW,AGRICULTURE,INC,,,F,,
Madivalappa,Kundurpi,2006,44,Nizavalli,,,,BCG,AGRICULTURE,TDP,,,M,,
K.Mallikarjuna,Kundurpi,2006,39,Tenagallu,,,,URG,AGRICULTURE,TDP,,,M,,
G.Raveendra,Kundurpi,2006,30,Thumukunta,,,,,AGRICULTURE,TDP,,,M,,
Sreenivasulu,Kundurpi,2006,23,Yerragunta,,,,SCG],AGRICULTURE,INC,,,M,,
C.K.Prabhakar Reddy,Lepakshi,2006,41,Cholasamudram,OC,,SSC,,Agrl,TDP,,,M,,
B.Lakshminarayana,Lepakshi,2006,37,Kalluru,,,8th,BCG,Cultivator,TDP,,,M,,
N.Satyamma,Lepakshi,2006,21,Kanchisamudram,,,5th,,Cooly,TDP,,,F,,
K.Hanumanthappa,Lepakshi,2006,47,Kodipalli,BC,,8TH,,Agrl,TDP,,,M,,
K.Aswarthappa,Lepakshi,2006,29,Konduru,,,Intermediate,BCG,Cultivator,TDP,,,M,,
M.Anandakumar,Lepakshi,2006,28,Lepakshi 1,,,Intermediate,BCG,Agrl,TDP,,,M,,
G.Anjanareddy,Lepakshi,2006,34,Lepakshi 2,OC,,SSC,URG,Cultivator,INC,,,M,,
D.Santhamma,Lepakshi,2006,44,Lepakshi 3,,,5TH,BCW,Cultivator,TDP,,,F,,
G.Sankarappa,Lepakshi,2006,37,Manepalli,OC,,Intermediate,,Agrl,INC,,,M,,
Jabinabi,Lepakshi,2006,21,Mydugolam,OC,,5TH,,Cooly,INC,,,F,,
K.Hanumanthappa,Lepakshi,2006,39,Pulamati,,,3RD,SCG,Agrl.,TDP,,,M,,
T.Gangamma,Lepakshi,2006,37,Sirivaram,,,5TH,,Cooly,TDP,,,F,,
Nagabhushan Reddy,Madakasira,2006,34,Amidalagondi 1,Kapu,,SSC,,,TDP,,,M,,
K.Sivanna,Madakasira,2006,45,Bullasamudram,,,,BCG,,INC,,,M,,
Bv.Sujatha,Madakasira,2006,23,C.Kodigepalli,,,9th,BCW,,INC,,,F,,
Lakshmidevamma,Madakasira,2006,47,Chandakacherla,Kapu,,5th,,,TDP,,,F,,
Gangamma,Madakasira,2006,48,Gangulavaipalyam,,,5th,SCW,,INC,,,F,,
T.Thammegowd,Madakasira,2006,38,Govindapuram,,,5TH,BCG,,INC,,,M,,
Sanna Anjinappa,Madakasira,2006,49,Gowdanahalli,,,,SCG,,INC,,,M,,
Kariyanna,Madakasira,2006,45,Haresamudram,,,7th,BCG,,INC,,,M,,
M.Shalini,Madakasira,2006,30,Kallumarri,Kapu,,SSC,,,INC,,,F,,
T.Padmathi,Madakasira,2006,30,Madakasira 1,,,BA,URW,,INC,,,F,,
H.S. Subhadra,Madakasira,2006,22,Madakasira 2,,,Intermediate,URW,,INC,,,F,,
Shabanabhanu,Madakasira,2006,44,Madakasira 3,Muslim,,Intermediate,,,INC,,,M,,
K.R. Kishore,Madakasira,2006,37,Madakasira 4,Vysya,,SSC,,,INC,,,M,,
Kamalamma,Madakasira,2006,30,Madakasira 5,,,,BCW,,INC,,,F,,
Malamma,Madakasira,2006,27,Madakasira 6,,,,URW,,TDP,,,F,,
Sakamma,Madakasira,2006,44,Manuru,,,,STW,,INC,,,F,,
M.G. Rajanikanth,Madakasira,2006,25,Melavoi 1,,,Intermediate,SCG,,INC,,,M,,
M.Hanumantharayudu,Madakasira,2006,36,Melavoi 2,,,9th,,,INC,,,M,,
Kc.Chowdappa,Madakasira,2006,37,Melavoi 3,Vakkaliga,,Intermediate,,,INC,,,M,,
Kavellappa,Madakasira,2006,32,R.Anantapuram,,,6TH,BCG,,INC,,,M,,
Nagappa,Madakasira,2006,32,Y.B.Halli,,,,BCG,,TDP,,,M,,
Agali Lakshmi Narasimha Reddy,Mudigubba,2006,36,Chinnakotla,,,,UR,,INC,,,M,,
M.Arunamma,Mudigubba,2006,21,Dorigallu 1,Boya,,5th,URW,,INC,,,F,,
S.P.Kanthamaiah,Mudigubba,2006,45,Dorigallu 2,,,8th,URG,,INC,,,M,,
J.Venkata Naraynamma,Mudigubba,2006,51,Dorigallu 3,OC,,,URW,,TDP,,,F,,
Y.Venkata Reddy,Mudigubba,2006,46,Jonnalakothapalli,Kapu,,BA,UR,,INC,,,M,,
A.A.Kondapaku Nagamma,Mudigubba,2006,33,Kodavandlapalli,Madiga,,2nd,SCW,,INC,,,F,,
K.Venkatesu,Mudigubba,2006,26,Kondagattupalli,Golla,,BA,BC,,INC,,,M,,
C.Sivanarayana,Mudigubba,2006,28,Malakavemula,Golla,,5th,BC,,TDP,,,M,,
M.Uttamma,Mudigubba,2006,51,Mallepalli 2,Yerikala,,,STW,,TDP,,,F,,
I.Ramalakshmi Reddy,Mudigubba,2006,29,Mallepalli 1,Kapu,,7th,URG,,INC,,,M,,
S.R.Hasmat Bee,Mudigubba,2006,49,Mudigubba 1,Muslim,,,URW,,TDP,,,F,,
G.Lakshmi Narayana,Mudigubba,2006,38,Mudigubba 2,Kamma,,INter,UR,,TDP,,,M,,
K.Narayana Swamy,Mudigubba,2006,44,Mudigubba 3,Kuruba,,,UR,,TDP,,,M,,
M.Sreeramulu,Mudigubba,2006,35,Mukthapuram,Yerikala,,,ST,,TDP,,,M,,
P.Ramachandra Reddy,Mudigubba,2006,28,Peddachigullarevu,Kapu,,10th,UR,,TDP,,,M,,
M.Lakshmi,Mudigubba,2006,29,Podarallapalli,Kapu,,7yh,URW,,INC,,,F,,
P.Gangappa,Mudigubba,2006,29,Sankepalli,Madiga,,3th,,,INC,,,M,,
Somala Kumara Naidu,N.P.Kunta,2006,39,Dhaniyan Cheruvu,YEKILA,,5TH,URG,AGRICULTURE,INC,,,M,,
Korru Anjinappa Naidu,N.P.Kunta,2006,49,M.K.Dinne,YEKILA,,INTER,URG,AGRICULTURE,INC,,,M,,
Dandu Vijaya Lakshmi,N.P.Kunta,2006,23,N.P.Kunta 1,THOGATA,,INTER,BCG,AGRICULTURE,TDP,,,F,,
Avula Pedda Venkata Ramana,N.P.Kunta,2006,50,N.P.Kunta 2,YERUKALA,,3RD CLASS,STG,AGRICULTURE,TDP,,,M,,
G.Sujatha,N.P.Kunta,2006,22,P.Kothapalli,THOGATA,,10TH,URW,AGRICULTURE,TDP,,,F,,
S.Mohan Reddy,N.P.Kunta,2006,39,Pedaballi,,,10TH,URG,AGRICULTURE,TDP,,,M,,
Punganuru Ramanamma,N.P.Kunta,2006,42,T.N.Palli,THOGATA,,,URG,AGRICULTURE,INC,,,F,,
Velichelamala Neelavathi,N.P.Kunta,2006,31,Velichelamala,,,3RD CLASS,URW,AGRICULTURE,INC,,,F,,
Gulli Pogula Obulesu,N.P.Kunta,2006,41,Yeduru Dona,MADIGA,,5TH,SCG,AGRICULTURE,TDP,,,M,,
B.Venkataramanamma,Nallacheruvu,2006,42,Allugundu,BC,,,BCW,FARMER,INC,,,F,,
Talari Siddanna,Nallacheruvu,2006,57,K.Pulakunta,BC,,,BCG,Agrl,TDP,,,M,,
P.Ramachandra,Nallacheruvu,2006,39,Nallacheruvu 1,,,,SCG,Agrl,TDP,,,M,,
D.Syamalamma,Nallacheruvu,2006,52,Nallacheruvu 2,OC,,,URG,FARMER,TDP,,,F,,
P.Lalithamma,Nallacheruvu,2006,39,Oruvai,OC,,,URG,Farmer,TDP,,,F,,
D.Jayaramireddy,Nallacheruvu,2006,37,P.Kothapalli,OC,,10TH,,FARMER,TDP,,,M,,
Nagella Ananthamma,Nallacheruvu,2006,44,Talamarlavandlapalli,OC,,,URG,FARMER,INC,,,F,,
M.Sarithamma,Nallacheruvu,2006,36,Tavalamarri,OC,,,URW,FARMER,TDP,,,F,,
Vijayakumari,Nallacheruvu,2006,23,Ubicherla,OC,,10TH,URW,FARMER,INC,,,F,,
C.Parvathi,Nallamada,2006,26,Charupalli,,,,URW,Cooly,TDP,,,F,,
Gajulapuri Parvathamma,Nallamada,2006,30,Donnikota,,,,BCW,Cooly,INC,,,F,,
B.Narayana,Nallamada,2006,34,Gopepalli,,,8th,SCG,Cooly,TDP,,,M,,
S.Sunithamma,Nallamada,2006,27,Kurumala,Kapu,,10th,,Agrl,INC,,,F,,
Talamarla Venkataramana,Nallamada,2006,50,Nallamada 1,,,5th,BCG,Cooly,TDP,,,M,,
A.Saraswathi,Nallamada,2006,38,Nallamada 2,Kapu,,5th,,Agrl,INC,,,F,,
Jayamma Bada,Nallamada,2006,44,Patha Bathalapalli,Kapu,,5th,,Agrl,INC,,,F,,
Nallacheruvu Modin Basha,Nallamada,2006,40,Pulagampalli,Muslim,,10th,,Agrl,INC,,,M,,
Mude Tulase Naik,Nallamada,2006,51,Reddipalli,,,5th,STG,Cooly,INC,,,M,,
B.Saradamma,Nallamada,2006,27,Vankarakunta,,,9th,URW,Cooly,TDP,,,F,,
Md.Lalithamma,Nallamada,2006,34,Vellamaddi,Kapu,,8th,,Agrl.,INC,,,F,,
Madamanchi Gangappa,Narpala,2006,57,B.Pappur,KAMMA,,,URG,,INC,,,M,,
Yeluvu Chinna Bojjanna,Narpala,2006,49,Bandlapalli,GOLLA,,7th class,URG,,TDP,,,M,,
Yekkaluri Ramanjineyulu,Narpala,2006,33,Bondala Wada,,,SSC,BCG,,TDP,,,M,,
Kancham Rama Krishna Reddy,Narpala,2006,49,Chamalur,KAPU,,,URG,Agriculture,INC,,,M,,
Jammanu Ramudu,Narpala,2006,33,Duggumarri,,,8th class,SCG,,INC,,,M,,
Koduru Nagalakshumma,Narpala,2006,34,Gaddam Nagepalli,BOYA,,,URW,Agriculture,INC,,,F,,
Yetti Nallappa,Narpala,2006,44,Ganganapalli,MADIGA,,,SCG,,INC,,,M,,
Pedda Obaiah Garirajanna,Narpala,2006,30,Gugudu,,,SSC,BCG,,TDP,,,M,,
Ankalamma,Narpala,2006,41,H.Sodanapalli,KAPU,,,URW,,INC,,,F,,
Meesala Veera Naramma,Narpala,2006,24,Kesepalli,MADIGA,,2nd class,SC(W),Agriculture,INC,,,F,,
Gavvala Soubhagya,Narpala,2006,27,Narpala 1,GANDLA,,SSC,UR(W),,INC,,,F,,
Talari Katamaiah,Narpala,2006,40,Narpala 2,,,SSC,BCG,,INC,,,M,,
Yerri Nagappa,Narpala,2006,54,Narpala 3,BOYA,,5th class,,,INC,,,M,,
Dantani Lakshmidevi,Narpala,2006,29,Narpala 4,KURUBA,,6th class,BC(W),,INC,,,F,,
Veluru Raghava Naidu,Narpala,2006,34,Venkatampalli,KAMMA,,SSC,,Agriculture,TDP,,,M,,
