name,mandal,year,age,area,community,cooptmember,edu,electioncat,occupation,party,pparty,president,sex,vp,vpparty
Chinna Anumakka,Gummagatta,2014,,Gonbhavi,,,,BC(W),,TDP,,,F,,
Kuruba Girimallappa,Gummagatta,2014,,Gummagatta,,,,BC,,TDP,,,M?,,
Talari Sukanya,Gummagatta,2014,,Kalugodu 1,,,,UR(W),,YSRCP,,,F,,
N.Govindudu,Gummagatta,2014,,Kalugodu 2,,,,UR,,TDP,,,M?,,
K.Marekka,Gummagatta,2014,,Marempalli,,,,BC(W),,TDP,,,F,,
Kotla Hanumantahappa,Gummagatta,2014,,Netrapalli,,,,BC,,TDP,,,M?,,
Pujari Palaiah,Gummagatta,2014,,Pulakunta,,,,UR,,TDP,,,M?,,
Sujatha,Gummagatta,2014,,Rangasamudram,,,,SC(W),,TDP,,,F,,
N.Lingappa,Gummagatta,2014,,Sirigedoddi,,,,UR,,TDP,,,M?,,
Boya Eshwarapp,Gummagatta,2014,,Tallakera 1,,,,BC,,TDP,,,M?,,
Golla Kariyamma,Gummagatta,2014,,Tallakera 2,,,,BC(W),,YSRCP,,,F,,
S.Naraynamma,Guntakal,2014,,Ayyavaripalli,,,,BC(W),,TDP,,,F,,
K.Sunkamma,Guntakal,2014,,Dancherla,,,,BC(W),,YSRCP,,,F,,
C.Narayanaswamy,Guntakal,2014,,Dosaludiki,,,,BC,,YSRCP,,,M?,,
Allu Sreenivasulu,Guntakal,2014,,G.Kottala,,,,UR,,TDP,,,M?,,
K.Vaidehi,Guntakal,2014,,Kasapuram,,,,UR(W),,TDP,,,F,,
Savithramma,Guntakal,2014,,Konganapalli,,,,SC(W),,TDP,,,F,,
H.Adi Narayana,Guntakal,2014,,Molakalapenta,,,,SC,,TDP,,,M?,,
Sugali Pushpalatha,Guntakal,2014,,N.Venkatampalli,,,,ST(W),,TDP,,,F,,
S.Muniswamy,Guntakal,2014,,Nagasamudram,,,,UR,,TDP,,,M?,,
R.Ramaiah,Guntakal,2014,,Nakkanadoddi,,,,UR,,TDP,,,M?,,
P.Bhagyamma,Guntakal,2014,,Nelagonda,,,,BC(W),,YSRCP,,,F,,
M.Mallikarjuna,Guntakal,2014,,Patha Kothacheruvu,,,,BC,,YSRCP,,,M?,,
Lakshmidevi,Guntakal,2014,,Y.T.Cheruvu,,,,UR(W),,YSRCP,,,F,,
Subashini,Hindupur,2014,,Balampalli,,,,UR(W),,TDP,,,F,,
Subhadramma.D,Hindupur,2014,,Bevinahalli,,,,UR,,TDP,,,M?,,
Ediga Narasimhappa.E,Hindupur,2014,,Chalivendala,,,,BC,,YSRCP,,,M?,,
Usharani.K.B,Hindupur,2014,,Chowlur 1,,,,BC(W),,TDP,,,F,,
Shanthamma.L,Hindupur,2014,,Chowlur 2,,,,BC(W),,TDP,,,F,,
Suneethamma.C.R,Hindupur,2014,,Gollapuram,,,,BC,,YSRCP,,,M?,,
Narayanappa.B,Hindupur,2014,,Kaggallu,,,,BC,,TDP,,,M?,,
Anjineyulu.M,Hindupur,2014,,Kirikera 1,,,,BC,,IND,,,M?,,
Hanumakka,Hindupur,2014,,Kirikera 2,,,,SC(W),,YSRCP,,,F,,
Lakshmidevi,Hindupur,2014,,Kirikera 3,,,,BC(W),,YSRCP,,,F,,
Gangaratnamma,Hindupur,2014,,Kotipi,,,,BC(W),,TDP,,,F,,
Subbayya,Hindupur,2014,,M.Beerepalli,,,,SC,,TDP,,,M?,,
Ramakristappa,Hindupur,2014,,Maluguru,,,,BC,,TDP,,,M?,,
Dhanalakshmi,Hindupur,2014,,Santebidanur,,,,BC(W),,TDP,,,F,,
Sarojamma,Hindupur,2014,,Thumukunta,,,,SC(W),,YSRCP,,,F,,
Poreddy Sireesha,Kadiri,2014,,Chalamakuntlapalli,,,,UR(W),,YSRCP,,,F,,
Bukya Ramurthi Naik,Kadiri,2014,,Eguvapalli,,,,ST,,TDP,,,M?,,
T. Radha,Kadiri,2014,,Kadiri Brahmanapalli,,,,ST,,TDP,,,M?,,
K. Sarada,Kadiri,2014,,Kadiri Rural 1,,,,BC,,TDP,,,M?,,
Mallikonda Ramanamma,Kadiri,2014,,Kadiri Rural 2,,,,ST(W),,TDP,,,F,,
Poganuru Lalithamma,Kadiri,2014,,Kalasamudram,,,,UR,,TDP,,,M?,,
Katikala Suryanarayanamma,Kadiri,2014,,Motukupalli,,,,SC(W),,YSRCP,,,F,,
Aluganti Lakshmi Devi,Kadiri,2014,,Muthyalacheruvu,,,,BC,,TDP,,,M?,,
Patnam Rama Krishnamma,Kadiri,2014,,Patnam,,,,UR,,YSRCP,,,M?,,
Thota Lakshmi,Kadiri,2014,,Yerradoddi,,,,UR,,YSRCP,,,M?,,
Yallakka,Kalyandurg,2014,,Borampalli,,,,SC(W),,YSRCP,,,F,,
G.Lalithamma,Kalyandurg,2014,,Chapiri,,,,BC(W),,TDP,,,F,,
N.Dona Thimma,Kalyandurg,2014,,Duradkunta,,,,UR,,TDP,,,M?,,
Mutyalamma,Kalyandurg,2014,,East Kodipalli,,,,BC(W),,TDP,,,F,,
Marekka,Kalyandurg,2014,,Garudapuram,,,,ST(W),,TDP,,,F,,
Boya.Venkatesulu,Kalyandurg,2014,,Golla,,,,UR,,TDP,,,M?,,
K.Palamma,Kalyandurg,2014,,Hulikallu,,,,UR(W),,TDP,,,F,,
K.G.Manjula,Kalyandurg,2014,,Kothuru,,,,SC,,TDP,,,M?,,
M.Laxmidevi,Kalyandurg,2014,,Manirevu,,,,UR(W),,TDP,,,F,,
Gangamma,Kalyandurg,2014,,Muddinayanapalli,,,,UR(W),,TDP,,,F,,
Chandramihan,Kalyandurg,2014,,Narayanapuram,,,,BC,,TDP,,,M?,,
Govindappa,Kalyandurg,2014,,Palavoi,,,,UR,,TDP,,,M?,,
Adeppa,Kalyandurg,2014,,Thimmasamudram,,,,UR,,TDP,,,M?,,
H.Marenna,Kambadur,2014,,Mulakanur,,,,SC,,TDP,,,M?,,
Suresh,Kambadur,2014,,Kambadur 1,,,,BC,,TDP,,,M?,,
S.Habeeb,Kambadur,2014,,Kambadur 2,,,,BC,,TDP,,,M?,,
T.Siddalingamma,Kambadur,2014,,Kambadur 3,,,,BC(W),,TDP,,,F,,
Lakshmamma,Kambadur,2014,,Kambadur 4,,,,SC(W),,TDP,,,F,,
K.Suvarnamma,Kambadur,2014,,Thimmapuram 1,,,,UR(W),,TDP,,,F,,
Bharathi,Kambadur,2014,,Thimmapuram 2,,,,SC(W),,TDP,,,F,,
Nagaraju,Kambadur,2014,,Marimakulapalli,,,,SC,,YSRCP,,,M?,,
T.Govinda Chowdari,Kambadur,2014,,Pallur,,,,UR,,IND,,,M?,,
S.Sreedevi,Kambadur,2014,,Gollapalli,,,,ST(W),,TDP,,,F,,
A.Lakshminarayana,Kambadur,2014,,Nuthimadugu,,,,UR,,TDP,,,M?,,
B.Ramanjineyulu,Kambadur,2014,,Karthanaparthi,,,,UR,,TDP,,,M?,,
Lakshmidevi,Kambadur,2014,,Ralla Ananthapuram,,,,UR(W),,YSRCP,,,F,,
T.Obamma,Kambadur,2014,,Chennampalli,,,,BC(W),,TDP,,,F,,
T.Lakshmidevi,Kambadur,2014,,Kurakulapalli,,,,BC(W),,TDP,,,F,,
Balanna Gari Ramanjineyulu,Kanaganapalli,2014,,Daduluru,,,,SC,,YSRCP,,,M?,,
Bille Rajendra,Kanaganapalli,2014,,Elakuntla,,,,BC,,TDP,,,M?,,
Jogi Anjinappa,Kanaganapalli,2014,,K.N.Palyam,,,,BC,,TDP,,,M?,,
Bille Gangamma,Kanaganapalli,2014,,Kanaganapalli,,,,BC(W),,YSRCP,,,F,,
Punnam Venkatarami Reddy,Kanaganapalli,2014,,Konapuram,,,,UR,,TDP,,,M?,,
Gangula Sudheer Reddy,Kanaganapalli,2014,,Maddelacheruvu,,,,UR,,YSRCP,,,M?,,
T.Sarojamma,Kanaganapalli,2014,,Mamillapalli,,,,UR(W),,YSRCP,,,F,,
Sariputi Padmageetha,Kanaganapalli,2014,,Muthavakuntla,,,,UR(W),,YSRCP,,,F,,
B.Thrayambakeswari,Kanaganapalli,2014,,Thagarakunta,,,,UR(W),,YSRCP,,,F,,
Eswaramma,Kanaganapalli,2014,,Thumucherla,,,,BC(W),,TDP,,,F,,
Enumula Mallakka,Kanaganapalli,2014,,Vepakunta,,,,SC(W),,TDP,,,F,,
J.J.T Prabhakar Reddy,Kanekal,2014,,Benikal,,,,UR,,YSRCP,,,M?,,
Papannagari Lavanya,Kanekal,2014,,Bramhasamudram,,,,BC(W),,TDP,,,F,,
Gujjala Gangappa,Kanekal,2014,,Ganigera,,,,BC,,YSRCP,,,M?,,
P.Nagaveni,Kanekal,2014,,Garudachedu,,,,UR(W),,IND,,,F,,
V.Sujatha,Kanekal,2014,,Hanakanahal,,,,BC(W),,TDP,,,F,,
Ramanjinamma,Kanekal,2014,,Hulikera,,,,UR(W),,TDP,,,F,,
R.Anasuyamma,Kanekal,2014,,Jakkalvadiki,,,,BC(W),,TDP,,,F,,
Usha Rani,Kanekal,2014,,Kalekurthi,,,,UR,,YSRCP,,,M?,,
Fakruddinsab,Kanekal,2014,,Kanekal 2,,,,UR,,TDP,,,M?,,
Nabirasul,Kanekal,2014,,Kanekal 3,,,,BC,,TDP,,,M?,,
M.Savithri,Kanekal,2014,,Kanekal 4,,,,BC,,TDP,,,M?,,
Harijana Lakshmi,Kanekal,2014,,Kanekal 5,,,,SC(W),,YSRCP,,,F,,
Pathimabi,Kanekal,2014,,Kanekal 1,,,,UR,,TDP,,,M?,,
Jyothamma,Kanekal,2014,,Malyam,,,,UR(W),,TDP,,,F,,
Anjinamma,Kanekal,2014,,N.Hanumapuram,,,,BC(W),,TDP,,,F,,
Harijana Anjali,Kanekal,2014,,Sollapuram,,,,SC(W),,YSRCP,,,F,,
Devamma,Kanekal,2014,,Thumbiganuru,,,,UR,,TDP,,,M?,,
Vandrappa,Kanekal,2014,,Yerragunta 2,,,,SC,,TDP,,,M?,,
Lingamma,Kanekal,2014,,Yerragunta 1,,,,UR(W),,TDP,,,F,,
B. Sunitha,Kothacheruvu,2014,,Bandlapalli,,,,UR(W),,TDP,,,F,,
Surapaneni Sudhakar,Kothacheruvu,2014,,Byrapuram,,,,UR,,TDP,,,M?,,
S. Jayaram,Kothacheruvu,2014,,Iragampalli,,,,UR,,YSRCP,,,M?,,
C. Nagulappa,Kothacheruvu,2014,,Kesapuram,,,,BC,,TDP,,,M?,,
G. Dhanunjaya,Kothacheruvu,2014,,Kodapaganipalli,,,,UR,,TDP,,,M?,,
M. Farida Banu,Kothacheruvu,2014,,Kothacheruvu 1,,,,UR(W),,YSRCP,,,F,,
S. Vani,Kothacheruvu,2014,,Kothacheruvu 2,,,,UR,,TDP,,,M?,,
M. Adilakshmi,Kothacheruvu,2014,,Kothacheruvu 3,,,,BC(W),,TDP,,,F,,
N. Lalithamma,Kothacheruvu,2014,,Meerjapuram,,,,UR(W),,YSRCP,,,F,,
J. Santhamma,Kothacheruvu,2014,,Pothulakunta,,,,UR(W),,YSRCP,,,F,,
C. Dhanlakshmi,Kothacheruvu,2014,,Talamarla,,,,SC(W),,YSRCP,,,F,,
Jenne Lakshminarayana,Kudair,2014,,Cholasamudram,,,,SC,,TDP,,,M?,,
Bandi Sivamma,Kudair,2014,,Gotukur,,,,BC,,YSRCP,,,M?,,
Avula Sujatha,Kudair,2014,,Ipperu,,,,UR(W),,TDP,,,F,,
Pilligovula Neelavathi,Kudair,2014,,Kammur,,,,BC(W),,TDP,,,F,,
Bandur Patil Rajasekhar,Kudair,2014,,Korrakodu,,,,UR,,YSRCP,,,M?,,
Pujari Muthyalakka,Kudair,2014,,Kuderu,,,,SC(W),,YSRCP,,,F,,
Kondapalli Maheswari,Kudair,2014,,Kuderu  1,,,,UR,,YSRCP,,,M?,,
Pothurai Lakshmi,Kudair,2014,,Marutla,,,,BC(W),,TDP,,,F,,
Sake Sunitha,Kudair,2014,,P.Narayanapuram,,,,ST(W),,YSRCP,,,F,,
Mannala Lakshmidevi,Kudair,2014,,Thimmapuram,,,,UR(W),,YSRCP,,,F,,
S. Umamaheswari,Kudair,2014,,Udiripikonda,,,,UR,,YSRCP,,,M?,,
C.Shafi Sab,Kundurpi,2014,,Appilepalli,,,,BC,,TDP,,,M?,,
Nagarathnamma,Kundurpi,2014,,Basapuram,,,,SC(W),,YSRCP,,,F,,
Jayamma Ule,Kundurpi,2014,,Bestharapalli,,,,BC(W),,TDP,,,F,,
G.Ravi,Kundurpi,2014,,Jambhugumpala,,,,UR,,TDP,,,M?,,
Lakshmi Devi,Kundurpi,2014,,Kundurpi  1,,,,UR(W),,TDP,,,F,,
Siddapuram Manjamma,Kundurpi,2014,,Kundurpi  2,,,,UR(W),,YSRCP,,,F,,
Nagamani,Kundurpi,2014,,Mahanthapuram,,,,BC(W),,TDP,,,F,,
A.Nagaraju,Kundurpi,2014,,Malayanur 1,,,,SC,,YSRCP,,,M?,,
Santhosh Malleppa Gari,Kundurpi,2014,,Malayanur 2,,,,UR,,YSRCP,,,M?,,
Bommakka,Kundurpi,2014,,Nijavalli,,,,UR(W),,YSRCP,,,F,,
Gavi Sidda,Kundurpi,2014,,Tenagal,,,,BC,,TDP,,,M?,,
V.Thippeswamy,Kundurpi,2014,,Thumukunta,,,,UR,,TDP,,,M?,,
Harijana Deenamma,Kundurpi,2014,,Yenumuladoddi 1,,,,SC(W),,TDP,,,F,,
K.Basavaraj,Kundurpi,2014,,Yenumuladoddi 2,,,,UR,,TDP,,,M?,,
Kuruba Marekka,Kundurpi,2014,,Yerragunta,,,,BC(W),,TDP,,,F,,
P Manjula,Lepakshi,2014,,Cholasamudram,,,,UR(W),,TDP,,,F,,
C Usha,Lepakshi,2014,,Kalluru,,,,UR(W),,TDP,,,F,,
M Srinivas Reddy,Lepakshi,2014,,Kanchisamudram,,,,UR,,YSRCP,,,M?,,
K Indiramma,Lepakshi,2014,,Kodipalli,,,,BC(W),,TDP,,,F,,
C Savithri,Lepakshi,2014,,Konduru,,,,UR(W),,TDP,,,F,,
M Chalapathi,Lepakshi,2014,,Lapakshi I,,,,UR,,IND,,,M?,,
V Hnok,Lepakshi,2014,,Lapakshi Ii,,,,SC,,TDP,,,M?,,
B China Obanna,Lepakshi,2014,,Lapakshi Iii,,,,UR,,TDP,,,M?,,
Kt Nagabhushanappa,Lepakshi,2014,,Lapakshi Iv,,,,BC,,TDP,,,M?,,
K Manjula,Lepakshi,2014,,Manepalli,,,,SC(W),,TDP,,,F,,
Jabbene Bee,Lepakshi,2014,,Mydugolam,,,,BC(W),,YSRCP,,,F,,
Bodannagari Narsimhappa,Lepakshi,2014,,Pulamathi,,,,BC,,TDP,,,M?,,
Mn Vani,Lepakshi,2014,,Shirivaram,,,,BC(W),,TDP,,,F,,
K.Sridevi,Madakasira,2014,,Amidalagondhi 1,,,,UR(W),,TDP,,,F,,
Gangadharappa,Madakasira,2014,,Amidalagondhi 2,,,,SC,,TDP,,,M?,,
Narasegoud,Madakasira,2014,,Bullasamudram,,,,UR,,TDP,,,M?,,
E.Aurna,Madakasira,2014,,C.Kodigepalli,,,,UR(W),,TDP,,,F,,
Bojjappa,Madakasira,2014,,Chandakachrala,,,,UR,,TDP,,,M?,,
R.Nanjundeswara,Madakasira,2014,,Chatram,,,,SC,,TDP,,,M?,,
Saradamma,Madakasira,2014,,Gangulavaipalyam,,,,BC(W),,INC,,,F,,
Ddhanalakshmamma,Madakasira,2014,,Govindapuram,,,,BC(W),,TDP,,,F,,
Padmakka,Madakasira,2014,,Gowdanahalli,,,,BC(W),,TDP,,,F,,
Aswathamappa,Madakasira,2014,,Haresamudram,,,,UR,,TDP,,,M?,,
Chikkannagari Ramappa,Madakasira,2014,,Kadirepalli,,,,BC,,TDP,,,M?,,
Mala Jayamma,Madakasira,2014,,Kallumarri,,,,SC(W),,INC,,,F,,
Bheemakka,Madakasira,2014,,Kotha Gundumala,,,,ST(W),,TDP,,,F,,
Narasamma,Madakasira,2014,,Manur,,,,SC(W),,TDP,,,F,,
Lakshminarayana,Madakasira,2014,,Melavai,,,,BC,,TDP,,,M?,,
Guduva Narasaiahgari  Rangamma,Madakasira,2014,,R.Anantapuram,,,,UR(W),,TDP,,,F,,
Y.T.Rammohan Reddy,Madakasira,2014,,Y.B.Halli,,,,UR,,TDP,,,M?,,
Agile Sunitamma,Mudigubba,2014,,Chinnakotla,,,,UR,,YSRCP,,,M?,,
Chimala Kullayappa,Mudigubba,2014,,Dorigallu 1,,,,UR,,TDP,,,M?,,
B.Lakshmi Devi,Mudigubba,2014,,Dorigallu 2,,,,ST(W),,TDP,,,F,,
Bandi Sivanaramma,Mudigubba,2014,,Dorigallu 3,,,,BC(W),,YSRCP,,,F,,
Butra Ramanjaneyulu,Mudigubba,2014,,Jonnala Kothapalli,,,,BC,,YSRCP,,,M?,,
Chintala Reddygari Brundamma,Mudigubba,2014,,Kodavandlapalli,,,,UR(W),,YSRCP,,,F,,
Pottipati Lakshmidevi,Mudigubba,2014,,Kondagattupalli,,,,UR(W),,YSRCP,,,F,,
K.Subhashini,Mudigubba,2014,,Malakavemala,,,,UR(W),,YSRCP,,,F,,
Upparlapalli Pullamma,Mudigubba,2014,,Mallepalli 1,,,,SC(W),,YSRCP,,,F,,
Nallbapineni Sivamma,Mudigubba,2014,,Mallepalli 2,,,,BC(W),,YSRCP,,,F,,
A.Sarada,Mudigubba,2014,,Mudigubba 1,,,,UR,,IND,,,M?,,
Veluri Malathi,Mudigubba,2014,,Mudigubba 2,,,,UR(W),,YSRCP,,,F,,
Gundralla Narayana Swamy,Mudigubba,2014,,Mudigubba 3,,,,SC,,YSRCP,,,M?,,
D.Venkatesh,Mudigubba,2014,,Mukthapuramu,,,,UR,,TDP,,,M?,,
Midde Adi Narayana,Mudigubba,2014,,Peddachigulla Revue,,,,UR,,YSRCP,,,M?,,
Banoth Manjula Bai,Mudigubba,2014,,Podarallapalli,,,,ST,,YSRCP,,,M?,,
G.Bhagyamma,Mudigubba,2014,,Sankepalli,,,,UR(W),,TDP,,,F,,
Bole Radha,Nallacheruvu,2014,,Allugundu,,,,UR(W),,TDP,,,F,,
Edagottu Ramanappa,Nallacheruvu,2014,,K.Pulakunta,,,,UR,,YSRCP,,,M?,,
Thaticherla Mabu Sab,Nallacheruvu,2014,,Nallacheruvu 2,,,,UR,,TDP,,,M?,,
Enugonda Lalithamma,Nallacheruvu,2014,,Nallacheruvu 1,,,,UR(W),,YSRCP,,,F,,
Pyayala Saileela,Nallacheruvu,2014,,Oruvai,,,,BC(W),,YSRCP,,,F,,
Bommireddy Gangulamma,Nallacheruvu,2014,,P.Kothapalli,,,,UR(W),,YSRCP,,,F,,
Jalipigari Parvathi,Nallacheruvu,2014,,Talamarlavandlapalli,,,,SC(W),,TDP,,,F,,
Kondreddy Siva Reddy,Nallacheruvu,2014,,Tavalamarri,,,,UR,,YSRCP,,,M?,,
Sadum Mahaboob Basha,Nallacheruvu,2014,,Ubicherla,,,,BC,,TDP,,,M?,,
P.Venkatarangareddy,Nallamada,2014,,Charupalli,,,,UR,,TDP,,,M?,,
P.Vijayamma,Nallamada,2014,,Donnikota,,,,UR,,YSRCP,,,M?,,
V.Bramhanandareddy,Nallamada,2014,,Gopepalli,,,,UR,,YSRCP,,,M?,,
S.Habee Babi,Nallamada,2014,,Kurumala,,,,UR(W),,TDP,,,F,,
M.Sivasankar,Nallamada,2014,,Nallamada  1,,,,UR,,TDP,,,M?,,
K.M.Chandrayudu,Nallamada,2014,,Nallamada 2,,,,BC,,TDP,,,M?,,
E.Peeramma,Nallamada,2014,,Nallamada  3,,,,ST(W),,YSRCP,,,F,,
K.Sukanya,Nallamada,2014,,P.B.Palli,,,,UR(W),,YSRCP,,,F,,
K.Nirmaladevi,Nallamada,2014,,Pulagampalli,,,,BC(W),,YSRCP,,,F,,
S.Chandrakala,Nallamada,2014,,Reddipalli,,,,UR(W),,YSRCP,,,F,,
M.Nageswara,Nallamada,2014,,Vankarakunta,,,,SC,,TDP,,,M?,,
P.Sreenivasulu,Nallamada,2014,,Vellamadi,,,,UR,,YSRCP,,,M?,,
Cheemala Lakshminarayanamma,Narpala,2014,,B.Pappuru,,,,SC(W),,TDP,,,F,,
Talari Kullayappa,Narpala,2014,,Bandlapalli,,,,BC,,TDP,,,M?,,
Konanki Lakshmidevi,Narpala,2014,,Bondalawada,,,,UR(W),,TDP,,,F,,
Bhavamma,Narpala,2014,,Chamaluru,,,,UR(W),,TDP,,,F,,
Kovuri Kalavathi,Narpala,2014,,Dugumarri,,,,UR(W),,YSRCP,,,F,,
Talari Thippanna,Narpala,2014,,Gaddamnagepalli,,,,UR,,TDP,,,M?,,
Manjula Lakshmidevi,Narpala,2014,,Ganganapalli,,,,BC(W),,YSRCP,,,F,,
S.K.Sabeera,Narpala,2014,,Gugudu,,,,UR(W),,YSRCP,,,F,,
Loknath Akula,Narpala,2014,,H.Sodanapalli,,,,UR,,TDP,,,M?,,
Bandi Nagaraju,Narpala,2014,,Kesepalli,,,,BC,,TDP,,,M?,,
Sake Venugopal,Narpala,2014,,Narpala 1,,,,SC,,TDP,,,M?,,
Narpala Swathi Latha,Narpala,2014,,Narpala 2,,,,UR,,YSRCP,,,M?,,
Akula Anjaneyulu,Narpala,2014,,Narpala 3,,,,UR,,TDP,,,M?,,
Akula Aruna,Narpala,2014,,Narpala 4,,,,UR,,TDP,,,M?,,
Mankini Vijayalakshmi,Narpala,2014,,Narpala 5,,,,BC(W),,YSRCP,,,F,,
Arigela Nallamma,Narpala,2014,,Venkatampalli,,,,SC(W),,TDP,,,F,,
M.Suseelamma,N.P.Kunta,2014,,Balijapalli,,,,UR(W),,YSRCP,,,F,,
Dudise Narayanappa,N.P.Kunta,2014,,Dhaniyancheruvu,,,,BC,,TDP,,,M?,,
Yeddula Vedavathi,N.P.Kunta,2014,,Edurudona,,,,UR(W),,TDP,,,F,,
V. Nagamma,N.P.Kunta,2014,,M.K.Dinne,,,,UR,,TDP,,,M?,,
N.Ravanamma,N.P.Kunta,2014,,N.P.Kunta 2,,,,SC(W),,TDP,,,F,,
Shake Maqbul Bee,N.P.Kunta,2014,,N.P.Kunta 1,,,,UR(W),,YSRCP,,,F,,
K.Gangulamma,N.P.Kunta,2014,,P.Kothapalli,,,,UR(W),,TDP,,,F,,
Pappi Reddy Powl Reddy,N.P.Kunta,2014,,T.N.Palli,,,,UR,,TDP,,,M?,,
V.Ramanamma,N.P.Kunta,2014,,Velichelamala,,,,ST(W),,TDP,,,F,,
Gurukulam Sreenivasa Reddy,O.D.Cheruvu,2014,,Allapalli,,,,UR,,YSRCP,,,M?,,
Boyapati Jaganmohan Chowdary,O.D.Cheruvu,2014,,Chithamanipalli,,,,UR,,YSRCP,,,M?,,
Kuppanagari Lakshmipathireddy,O.D.Cheruvu,2014,,Daburuvaripalli,,,,UR,,YSRCP,,,M?,,
Usharani. N,O.D.Cheruvu,2014,,Inagaloore,,,,UR(W),,TDP,,,F,,
G.Md.Ismail,O.D.Cheruvu,2014,,Kondakamarla 1,,,,BC,,TDP,,,M?,,
Jayammagari Nagireddy,O.D.Cheruvu,2014,,Kondakamarla 2,,,,UR(W),,TDP,,,F,,
Vangireddy. Saraswa Thamma,O.D.Cheruvu,2014,,Mittapalli,,,,UR(W),,YSRCP,,,F,,
Boddu Aruna,O.D.Cheruvu,2014,,O.D.Cheruru 1,,,,BC(W),,YSRCP,,,F,,
Bhukya Thulasi Bai,O.D.Cheruvu,2014,,O.D.Cheruru 2,,,,ST(W),,TDP,,,F,,
Gudisipalli Ganganna,O.D.Cheruvu,2014,,Sunnampalli,,,,SC,,TDP,,,M?,,
Reddivaripalli Arunamma,O.D.Cheruvu,2014,,Thangedukunta,,,,SC(W),,TDP,,,F,,
Yeddula Indiramma,O.D.Cheruvu,2014,,Thippepalli,,,,UR(W),,TDP,,,F,,
Yarramaneni Sankar  Naidu,O.D.Cheruvu,2014,,Thummalakuntlapalli,,,,UR,,TDP,,,M?,,
Mallem Somusekhar,O.D.Cheruvu,2014,,Venkatapuram,,,,BC,,YSRCP,,,M?,,
Ramanjinamma,Pamidi,2014,,Devrapalli,,,,SC(W),,TDP,,,F,,
Gandi Kota Jaya Kumar,Pamidi,2014,,Eddulapalli,,,,BC,,TDP,,,M?,,
Nageswaramma,Pamidi,2014,,Edururu,,,,UR,,TDP,,,M?,,
Padmavathi,Pamidi,2014,,Gajarampalli,,,,ST(W),,YSRCP,,,F,,
Peramasani Lakshamma,Pamidi,2014,,Khadara Peta,,,,UR,,TDP,,,M?,,
Gurram Sumithramma,Pamidi,2014,,Palyam Thanda,,,,UR,,TDP,,,M?,,
B.Rajini,Pamidi,2014,,Ramagiri,,,,BC(W),,YSRCP,,,F,,
Dasari Ramudu,Pamidi,2014,,Vankaraju Kaluva,,,,BC,,TDP,,,M?,,
S.Suvarnamma,Parigi,2014,,Beechiganipalli,,,,UR(W),,IND,,,F,,
Anjinamma,Parigi,2014,,Honnampalli,,,,BC(W),,TDP,,,F,,
M.Kristappa,Parigi,2014,,Kodigenahalli  1,,,,UR,,TDP,,,M?,,
A.Lakshminarayana,Parigi,2014,,Kodigenahalli  2,,,,BC,,TDP,,,M?,,
D.Venkataramana Swamy,Parigi,2014,,Kodigenahalli  3,,,,UR,,TDP,,,M?,,
P.Sathyanarayana,Parigi,2014,,Kodigenahalli  4,,,,BC,,TDP,,,M?,,
N.Kumar,Parigi,2014,,Moda  1,,,,UR,,TDP,,,M?,,
B.Gopi,Parigi,2014,,Moda  2,,,,SC,,TDP,,,M?,,
C.Aruna,Parigi,2014,,Moda  3,,,,SC(W),,YSRCP,,,F,,
M.Shilpa,Parigi,2014,,P.Narasapuram,,,,BC(W),,TDP,,,F,,
V.Chowdappa,Parigi,2014,,Parigi  1,,,,BC,,TDP,,,M?,,
K.Parvathamma,Parigi,2014,,Parigi  2,,,,UR(W),,TDP,,,F,,
U.G.Sreenivasulu,Parigi,2014,,Sasanakota,,,,UR,,TDP,,,M?,,
E.Rathnamma,Parigi,2014,,Seegipalli,,,,BC(W),,TDP,,,F,,
G.Anitha,Parigi,2014,,Sreerangarajupalli  1,,,,SC(W),,TDP,,,F,,
K.Nagamma,Parigi,2014,,Sreerangarajupalli 2,,,,UR(W),,TDP,,,F,,
S.N.Rama Lakshmamma,Parigi,2014,,Utakur,,,,UR(W),,TDP,,,F,,
Badiginchala. Nagarathnamma,Peddapappur,2014,,Ammalladinne,,,,BC(W),,TDP,,,F,,
Diddekunta Narayanappa,Peddapappur,2014,,Chinnayakkalur,,,,BC,,YSRCP,,,M?,,
Asadu. Chinnakatamaiah,Peddapappur,2014,,Jutur,,,,SC,,TDP,,,M?,,
Rodda Suneetha,Peddapappur,2014,,Muchukota,,,,BC(W),,YSRCP,,,F,,
Peddakotla Subadramma,Peddapappur,2014,,Narasapuram,,,,UR,,TDP,,,M?,,
Gorthi Sreenivasulu,Peddapappur,2014,,Pasalur,,,,UR,,TDP,,,M?,,
Pulicherla Somaraju,Peddapappur,2014,,Peddapappur,,,,UR,,TDP,,,M?,,
Lodugureddy Aruna,Peddapappur,2014,,Peddayakkalur,,,,UR(W),,YSRCP,,,F,,
Lingutla Padmavathi,Peddapappur,2014,,Somanapalli,,,,UR(W),,TDP,,,F,,
K.Adilakshmi,Peddapappur,2014,,Tabjula,,,,SC(W),,TDP,,,F,,
Lakshminarayana,Peddavadugur,2014,,Appecherla,,,,BC,,TDP,,,M?,,
K. Girappa,Peddavadugur,2014,,Chitrachedu,,,,SC,,TDP,,,M?,,
Makireddy Mohan Reddy,Peddavadugur,2014,,Dimmagudi,,,,UR,,YSRCP,,,M?,,
